MD,DEVI,DTCO,DTSM_FAST,DTSM_SLOW,RHOB_model,GR_Normalized
ft , dega, us/ft , us/ft , us/ft , g/cc ,None
Measured Depth ,Borehole Deviation ,Compressional Slowness ,Fast Shear Slowness ,Slow Shear Slowness ,Bulk density - modeled ,Normalized Gamma Ray  
11334,89.22768,81.13148,135.311,184.0207,2.274909,0.5952253
11334.5,89.22658,81.60183,134.427,183.3662,2.266079,0.5838432
11335,89.22547,81.80519,134.2793,182.9088,2.263965,0.6179064
11335.5,89.22437,81.69198,134.9127,182.8323,2.269052,0.6358924
11336,89.22326,81.45585,135.7927,183.138,2.275872,0.631084
11336.5,89.22215,81.36524,136.0567,183.7675,2.276917,0.6315265
11337,89.22105,81.5229,135.2871,184.4994,2.269323,0.63470376
11337.5,89.21995,81.77902,133.8268,184.8744,2.257078,0.6420233
11338,89.21884,81.83572,132.2943,184.4014,2.248002,0.63044745
11338.5,89.21774,81.57702,131.1152,182.9897,2.246815,0.62536776
11339,89.21663,81.26215,130.4888,181.1673,2.250932,0.6137246
11339.5,89.21552,81.20872,130.4321,179.6944,2.25486,0.6077099
11340,89.21442,81.41528,130.7483,179,2.256213,0.61534506
11340.5,89.21331,81.62989,131.0996,178.9189,2.256164,0.62735724
11341,89.21221,81.63249,131.2293,178.8903,2.257035,0.61698276
11341.5,89.21111,81.3938,131.134,178.4774,2.260247,0.5719993
11342,89.21,81.09338,130.9832,177.6566,2.264848,0.55192274
11342.5,89.21268,80.96903,130.9083,176.6787,2.26828,0.5694895
11343,89.21536,81.07084,130.9709,175.8088,2.269706,0.59787774
11343.5,89.21805,81.26627,131.1776,175.1921,2.270332,0.61620176
11344,89.22073,81.43391,131.4094,174.793,2.270886,0.6148078
11344.5,89.22341,81.52654,131.5237,174.4694,2.271379,0.6234189
11345,89.2261,81.57542,131.5611,174.1321,2.271938,0.6221066
11345.5,89.22878,81.6647,131.6839,173.8124,2.272521,0.60580117
11346,89.23146,81.80158,131.9034,173.5869,2.272915,0.6049863
11346.5,89.23415,81.88131,132.0111,173.4797,2.272963,0.5933888
11347,89.23683,81.79514,131.7859,173.415,2.272735,0.60529244
11347.5,89.23951,81.46124,131.1534,173.2317,2.273101,0.5906957
11348,89.2422,80.80119,130.1496,172.8342,2.275423,0.6072408
11348.5,89.24488,79.81786,128.8991,172.3659,2.280157,0.6161183
11349,89.24756,78.66531,127.6626,172.1441,2.286484,0.64687765
11349.5,89.25024,77.62776,126.7712,172.52,2.292346,0.6590521
11350,89.25293,77.05437,126.4317,173.818,2.293991,0.66183394
11350.5,89.25561,77.20551,126.6098,176.1226,2.287663,0.6541601
11351,89.25829,78.01003,127.0982,178.9918,2.273864,0.65018564
11351.5,89.26098,79.00002,127.6483,181.3787,2.259291,0.6488926
11352,89.26366,79.63362,128.0634,182.0799,2.252398,0.651341
11352.5,89.26634,79.7326,128.2806,180.6875,2.256041,0.63379383
11353,89.26903,79.60391,128.407,178.1248,2.264821,0.6259348
11353.5,89.27171,79.7048,128.5765,175.9294,2.270234,0.61968774
11354,89.27439,80.1234,128.7246,174.8857,2.268881,0.63019884
11354.5,89.27708,80.50737,128.5927,174.5214,2.264411,0.61842024
11355,89.27975,80.54068,128.0965,173.9901,2.262115,0.59857047
11355.5,89.28244,80.26559,127.5752,173.3136,2.263705,0.56263626
11356,89.28513,79.97506,127.529,173.5073,2.266361,0.5580569
11356.5,89.28781,79.93709,128.2407,175.2574,2.266962,0.5569311
11357,89.29049,80.16093,129.6082,177.7858,2.266775,0.5864546
11357.5,89.29317,80.48385,131.2371,179.6259,2.268698,0.5994629
11358,89.29586,80.79342,132.7435,180.2186,2.272759,0.6047012
11358.5,89.29854,81.06148,133.8969,180.2061,2.2764,0.6076567
11359,89.30122,81.28386,134.5264,180.3804,2.277049,0.6136087
11359.5,89.30391,81.45221,134.571,180.8713,2.274296,0.6224009
11360,89.30659,81.54822,134.1878,181.3314,2.269984,0.61741316
11360.5,89.30927,81.54774,133.5594,181.4398,2.266088,0.603882
11361,89.31196,81.43409,132.7579,181.0925,2.26343,0.6049817
11361.5,89.31464,81.24072,131.919,180.3847,2.262239,0.6096769
11362,89.31732,81.05185,131.2699,179.554,2.262424,0.618295
11362.5,89.32001,80.92448,130.8627,178.8285,2.263141,0.6280251
11363,89.32269,80.85567,130.556,178.3129,2.263287,0.6198367
11363.5,89.32538,80.82162,130.2665,178.0208,2.262572,0.6253029
11364,89.32806,80.79551,130.0096,177.9454,2.261415,0.60727245
11364.5,89.33074,80.75228,129.7977,178.0588,2.260266,0.63247967
11365,89.33343,80.67503,129.6618,178.3354,2.259601,0.62520623
11365.5,89.33611,80.55173,129.6578,178.7975,2.259893,0.6350251
11366,89.33879,80.38789,129.7524,179.3583,2.26109,0.62580585
11366.5,89.34148,80.2157,129.7984,179.8329,2.262301,0.62784755
11367,89.34416,80.07787,129.7292,180.1336,2.262789,0.61259997
11367.5,89.34684,80.02194,129.6993,180.2852,2.262907,0.59920305
11368,89.34953,80.08845,129.9294,180.3271,2.263488,0.6062659
11368.5,89.35221,80.26862,130.4649,180.2669,2.264887,0.6077389
11369,89.3549,80.47385,131.098,180.1123,2.266791,0.6130325
11369.5,89.35757,80.58223,131.5468,179.9141,2.268756,0.5999359
11370,89.36026,80.5496,131.7272,179.7285,2.270675,0.60184443
11370.5,89.36295,80.45475,131.7903,179.5735,2.272525,0.6050233
11371,89.36563,80.41855,131.936,179.4233,2.274171,0.61570895
11371.5,89.36832,80.53971,132.312,179.3021,2.275288,0.62346435
11372,89.37099,80.88638,133.0181,179.3925,2.275247,0.6203921
11372.5,89.37368,81.42909,134.0352,179.8676,2.273867,0.60909027
11373,89.37637,81.97845,135.1236,180.6589,2.272065,0.6119698
11373.5,89.37905,82.28096,135.8851,181.5544,2.270897,0.6015564
11374,89.38173,82.21373,135.9135,182.2433,2.270206,0.6116183
11374.5,89.38441,81.86143,135.0153,182.2638,2.269038,0.5946323
11375,89.3871,81.40993,133.5721,181.4312,2.267748,0.59168345
11375.5,89.38979,81.00345,132.3356,180.1046,2.268195,0.55827516
11376,89.39247,80.74171,131.6769,178.8377,2.270282,0.54893005
11376.5,89.39515,80.70684,131.4539,178.0395,2.271273,0.56340396
11377,89.39783,80.94829,131.428,177.9687,2.268504,0.5928675
11377.5,89.40052,81.47127,131.564,178.7729,2.261314,0.6183409
11378,89.40321,82.18272,131.951,180.235,2.251867,0.6298182
11378.5,89.40589,82.85851,132.469,181.6633,2.243774,0.6266851
11379,89.40857,83.2657,132.7933,182.4117,2.239275,0.617676
11379.5,89.41125,83.29814,132.7657,182.3188,2.238952,0.5988524
11380,89.41394,82.98749,132.5831,181.6688,2.243002,0.6030319
11380.5,89.41663,82.47641,132.6259,181.0117,2.250816,0.61441076
11381,89.41931,81.99479,133.1489,180.7978,2.260082,0.6220774
11381.5,89.42199,81.74506,134.0361,181.0639,2.267525,0.6269092
11382,89.42467,81.76993,134.916,181.6309,2.270951,0.61118764
11382.5,89.42736,81.96073,135.503,182.294,2.270599,0.58861935
11383,89.43005,82.10389,135.7102,182.6545,2.269349,0.5556667
11383.5,89.43273,81.92836,135.4622,182.1628,2.271029,0.53145546
11384,89.43541,81.34428,134.6812,180.6329,2.276658,0.5252137
11384.5,89.4381,80.61789,133.5724,178.6039,2.283264,0.53173035
11385,89.44078,80.1102,132.577,176.9571,2.287238,0.53459156
11385.5,89.44347,79.93948,131.905,176.1426,2.287288,0.550552
11386,89.44615,79.96069,131.3945,175.9527,2.284556,0.5648806
11386.5,89.44884,79.93564,130.793,175.9741,2.281237,0.5800158
11387,89.45152,79.78507,130.0688,176.0058,2.278519,0.5808647
11387.5,89.4542,79.63726,129.4649,176.0724,2.27635,0.58464134
11388,89.45689,79.60459,129.2218,176.2557,2.274751,0.6056435
11388.5,89.45957,79.66593,129.3958,176.5659,2.27435,0.6065764
11389,89.46226,79.75227,129.9056,176.9639,2.275535,0.6235613
11389.5,89.46494,79.84188,130.5489,177.4192,2.277326,0.64134365
11390,89.46762,79.97327,131.0675,177.8949,2.277782,0.6561716
11390.5,89.47031,80.16866,131.3382,178.3538,2.276038,0.63959914
11391,89.47299,80.35885,131.4077,178.7753,2.273238,0.6121928
11391.5,89.47568,80.43141,131.322,179.0912,2.271115,0.60069275
11392,89.47836,80.36687,131.0065,179.1375,2.269826,0.59605414
11392.5,89.48105,80.27119,130.3831,178.7955,2.267902,0.6024564
11393,89.48373,80.22883,129.6099,178.2386,2.264848,0.61337686
11393.5,89.48641,80.16956,129.1074,177.9673,2.262962,0.6172236
11394,89.4891,79.96945,129.2455,178.4318,2.265125,0.6192032
11394.5,89.49178,79.65488,129.9603,179.5328,2.270816,0.62923676
11395,89.49447,79.42942,130.7043,180.6059,2.275604,0.64596826
11395.5,89.49715,79.47871,130.9676,181.0824,2.27552,0.6331135
11396,89.49984,79.76963,130.871,181.0861,2.271451,0.6203435
11396.5,89.50252,80.08939,130.8911,181.0587,2.267823,0.6234119
11397,89.5052,80.31702,131.0995,181.0244,2.266489,0.6447325
11397.5,89.50789,80.57854,131.2489,180.7888,2.264878,0.6513378
11398,89.51057,81.01945,131.4381,180.4904,2.261578,0.6512643
11398.5,89.51326,81.52549,132.0869,180.402,2.259929,0.6421881
11399,89.51595,81.83483,133.356,180.5791,2.263669,0.6389327
11399.5,89.51863,81.86483,134.9074,180.9247,2.271487,0.63841724
11400,89.52132,81.80943,136.1857,181.332,2.278162,0.64686656
11400.5,89.52399,81.87099,136.8713,181.7751,2.280128,0.64611065
11401,89.52668,81.99344,137.0272,182.2646,2.278536,0.62451833
11401.5,89.52937,81.95271,136.8197,182.5789,2.277183,0.6187994
11402,89.53205,81.65078,136.3303,182.3003,2.278483,0.6132245
11402.5,89.53474,81.21005,135.6342,181.2892,2.281842,0.63325757
11403,89.53742,80.80091,134.8752,179.9491,2.285283,0.62994033
11403.5,89.54011,80.44363,134.2285,178.9065,2.288108,0.62495893
11404,89.54279,80.04299,133.8048,178.5089,2.291165,0.60457575
11404.5,89.54547,79.62978,133.5958,178.7579,2.294082,0.61124784
11405,89.54816,79.40596,133.513,179.5196,2.294447,0.6130364
11405.5,89.55084,79.50832,133.4478,180.4591,2.290853,0.6310857
11406,89.55353,79.8921,133.3259,181.0215,2.284559,0.63566077
11406.5,89.55621,80.41405,133.1754,180.9123,2.277995,0.6418747
11407,89.5589,80.84468,133.1406,180.4882,2.273861,0.6549931
11407.5,89.56158,80.95958,133.3738,180.4026,2.274104,0.6535894
11408,89.56427,80.76717,133.8816,180.9219,2.277974,0.6677599
11408.5,89.56696,80.5421,134.484,181.7376,2.282018,0.66172975
11409,89.56963,80.56669,134.9885,182.344,2.283151,0.6526254
11409.5,89.57232,80.89534,135.3778,182.4794,2.281293,0.6413754
11410,89.575,81.36526,135.7036,182.2386,2.278388,0.6366966
11410.5,89.57769,81.75066,135.8644,181.8082,2.275995,0.63802046
11411,89.58038,81.90794,135.6634,181.253,2.274445,0.6369505
11411.5,89.58306,81.88251,135.0753,180.6044,2.272977,0.6377148
11412,89.58575,81.83162,134.2988,179.9418,2.270719,0.6381619
11412.5,89.58843,81.80779,133.506,179.3154,2.267902,0.64102525
11413,89.59112,81.71056,132.7066,178.67,2.265829,0.64872456
11413.5,89.5938,81.40923,131.8811,177.9189,2.266111,0.64418745
11414,89.59649,80.87155,131.0725,177.1098,2.269337,0.63161457
11414.5,89.59917,80.21909,130.3795,176.4424,2.274287,0.6268338
11415,89.60185,79.62975,129.9509,176.0728,2.279448,0.6342992
11415.5,89.60454,79.18226,129.9072,175.9535,2.284716,0.63979495
11416,89.60722,78.84447,130.1989,175.891,2.290555,0.60852957
11416.5,89.60991,78.5649,130.5462,175.7214,2.296227,0.59863406
11417,89.61259,78.32961,130.6283,175.5001,2.299937,0.6002386
11417.5,89.61528,78.16297,130.3938,175.5879,2.300331,0.60195076
11418,89.61797,78.08419,130.0697,176.3735,2.297564,0.63002616
11418.5,89.62065,78.07704,129.8795,177.7357,2.293396,0.64372176
11419,89.62334,78.13445,129.836,178.9122,2.289762,0.6644981
11419.5,89.62602,78.31448,129.8127,179.1513,2.286914,0.64654106
11420,89.62871,78.65948,129.7555,178.4347,2.284082,0.64052516
11420.5,89.63139,79.0805,129.7165,177.3046,2.281496,0.6407121
11421,89.63408,79.43347,129.6519,176.2753,2.279418,0.6378802
11421.5,89.63676,79.65974,129.3893,175.7091,2.276518,0.62970316
11422,89.63944,79.71684,128.9518,175.7744,2.272905,0.6283844
11422.5,89.64213,79.49474,128.6481,176.2451,2.272426,0.6271428
11423,89.64481,78.96198,128.6547,176.6052,2.277992,0.6286045
11423.5,89.6475,78.30146,128.8018,176.4622,2.287213,0.63871753
11424,89.65018,77.79484,128.8634,175.8816,2.295045,0.63562065
11424.5,89.65287,77.59119,128.8447,175.3875,2.298531,0.6274989
11425,89.65556,77.63966,128.9328,175.5705,2.298045,0.61036503
11425.5,89.65824,77.86697,129.2446,176.4694,2.295078,0.61559314
11426,89.66093,78.27322,129.7152,177.4571,2.290731,0.63764906
11426.5,89.66361,78.7908,130.1768,177.9461,2.286197,0.6421919
11427,89.6663,79.26808,130.4416,177.9048,2.282246,0.628293
11427.5,89.66898,79.61676,130.4177,177.6101,2.278706,0.5787396
11428,89.67167,79.82205,130.1819,177.2635,2.275689,0.554635
11428.5,89.67435,79.90672,129.8748,176.9398,2.273581,0.5525476
11429,89.67704,79.97458,129.6029,176.7106,2.271637,0.57423204
11429.5,89.67973,80.1591,129.453,176.6926,2.26854,0.5934826
11430,89.68241,80.44059,129.4917,176.968,2.264749,0.6057484
11430.5,89.68509,80.66099,129.6859,177.4321,2.262211,0.6267003
11431,89.68777,80.76269,129.8829,177.7904,2.261375,0.6225704
11431.5,89.69046,80.82791,129.9487,177.811,2.260976,0.62306637
11432,89.69315,80.91877,129.8698,177.5119,2.260147,0.6114062
11432.5,89.69583,81.01964,129.7014,177.0935,2.258925,0.61375
11433,89.69852,81.09847,129.5449,176.7489,2.257852,0.61677724
11433.5,89.7012,81.16026,129.5367,176.5257,2.257649,0.6252181
11434,89.70389,81.26299,129.6884,176.3788,2.257823,0.62643164
11434.5,89.70657,81.45963,129.846,176.272,2.256831,0.62723225
11435,89.70926,81.69155,129.9273,176.1132,2.255071,0.6317171
11435.5,89.71194,81.83373,130.0327,175.7887,2.254973,0.63151836
11436,89.71463,81.8369,130.2524,175.3859,2.257452,0.62075555
11436.5,89.71732,81.75473,130.4733,175.0985,2.260591,0.6202018
11437,89.72,81.67501,130.4366,174.8951,2.26181,0.6170688
11437.5,89.71911,81.65219,130.0177,174.5535,2.260284,0.6301676
11438,89.71821,81.63995,129.4622,174.023,2.258218,0.625692
11438.5,89.71732,81.47556,129.2562,173.6045,2.259905,0.6276273
11439,89.71642,81.09462,129.644,173.6874,2.266617,0.61410636
11439.5,89.71552,80.73788,130.321,174.2724,2.273446,0.601333
11440,89.71463,80.69659,130.7234,174.8881,2.274811,0.5821784
11440.5,89.71374,80.9599,130.5677,175.0993,2.270298,0.58125335
11441,89.71284,81.28256,130.0289,174.9636,2.263532,0.58289754
11441.5,89.71194,81.37158,129.4641,174.8201,2.259201,0.6056856
11442,89.71105,81.06305,129.0935,174.773,2.260493,0.6261998
11442.5,89.71016,80.49348,128.9755,174.6546,2.26674,0.63450086
11443,89.70926,79.97887,129.0848,174.3626,2.274259,0.6367312
11443.5,89.70837,79.72633,129.2997,173.9645,2.279587,0.6237591
11444,89.70747,79.72662,129.4658,173.5827,2.281587,0.62072694
11444.5,89.70658,79.84575,129.5015,173.3379,2.281055,0.6212229
11445,89.70568,79.9874,129.397,173.3379,2.27877,0.61831
11445.5,89.70479,80.14118,129.1924,173.5809,2.27507,0.6228516
11446,89.7039,80.29986,128.9581,173.8636,2.270981,0.6181146
11446.5,89.703,80.43656,128.726,173.9501,2.26764,0.6210334
11447,89.7021,80.52834,128.4873,173.8524,2.265245,0.61017406
11447.5,89.70121,80.58366,128.2852,173.8435,2.263268,0.6113736
11448,89.70031,80.67091,128.2469,174.2086,2.260988,0.604015
11448.5,89.69942,80.85964,128.5256,175.0028,2.258487,0.6139492
11449,89.69852,81.12328,129.1681,176.0436,2.256902,0.6007713
11449.5,89.69763,81.33291,130.0045,177.1,2.257198,0.60562485
11450,89.69673,81.39226,130.8073,178.0134,2.259357,0.6104881
11450.5,89.69584,81.37078,131.4771,178.7179,2.26207,0.6281221
11451,89.69495,81.41537,131.9649,179.2132,2.263355,0.6349054
11451.5,89.69405,81.5495,132.2139,179.5358,2.262551,0.6267281
11452,89.69315,81.68285,132.2102,179.7071,2.260575,0.62846226
11452.5,89.69226,81.78975,131.9958,179.6563,2.258137,0.627511
11453,89.69137,81.92123,131.6873,179.3306,2.255488,0.62813413
11453.5,89.69047,82.01641,131.4632,178.854,2.254162,0.6296306
11454,89.68958,81.93855,131.5038,178.5218,2.256166,0.6338466
11454.5,89.68868,81.7397,131.8684,178.6709,2.260372,0.6233794
11455,89.68778,81.64827,132.3303,179.3995,2.262465,0.63379097
11455.5,89.68689,81.79153,132.5354,180.3963,2.259642,0.6246489
11456,89.686,82.07418,132.4114,181.274,2.253468,0.6468796
11456.5,89.6851,82.32174,132.1648,181.9191,2.247433,0.6382632
11457,89.6842,82.45663,131.9367,182.3311,2.243347,0.6599941
11457.5,89.68331,82.51068,131.6899,182.3866,2.240943,0.6271771
11458,89.68242,82.55022,131.3761,181.9982,2.239354,0.5895796
11458.5,89.68152,82.6334,131.0894,181.3724,2.23802,0.5525603
11459,89.68063,82.77812,130.9692,180.8437,2.236842,0.5489126
11459.5,89.67973,82.95278,131.0517,180.5119,2.236197,0.55040693
11460,89.67884,83.074,131.3046,180.4116,2.236749,0.5658954
11460.5,89.67794,83.01399,131.8258,180.8003,2.239942,0.5939911
11461,89.67705,82.68177,132.8302,181.9297,2.247469,0.64511204
11461.5,89.67616,82.15777,134.2018,183.6254,2.257844,0.66114366
11462,89.67525,81.6928,135.2964,185.1667,2.265984,0.6651023
11462.5,89.67436,81.52484,135.5336,185.8277,2.267771,0.65065336
11463,89.67347,81.74789,134.9065,185.4941,2.262404,0.64097905
11463.5,89.67258,82.27685,133.8173,184.5005,2.252124,0.6394836
11464,89.67168,82.85775,132.6962,183.1697,2.241511,0.6410434
11464.5,89.67078,83.22543,131.8048,181.7229,2.234948,0.6305579
11465,89.66989,83.32104,131.211,180.3797,2.233283,0.6205514
11465.5,89.66899,83.30616,130.8838,179.2904,2.234108,0.6142471
11466,89.6681,83.33224,130.7703,178.5196,2.235099,0.6223296
11466.5,89.66721,83.33984,130.7136,178.0804,2.235813,0.6264469
11467,89.66631,83.12793,130.5303,177.8856,2.237562,0.62589437
11467.5,89.66541,82.64341,130.3262,177.8972,2.241822,0.62329
11468,89.66452,82.10837,130.4057,178.1673,2.247942,0.63043267
11468.5,89.66363,81.77005,130.8131,178.6299,2.253407,0.61836994
11469,89.66273,81.70142,131.2628,179.097,2.255925,0.61204284
11469.5,89.66183,81.86058,131.4714,179.3103,2.254868,0.6007841
11470,89.66094,82.11373,131.4065,179.1305,2.251964,0.61411047
11470.5,89.66005,82.33238,131.2642,178.6994,2.249605,0.62185353
11471,89.65915,82.42188,131.1825,178.2108,2.249302,0.6282889
11471.5,89.65826,82.29984,131.1377,177.7499,2.251626,0.61916256
11472,89.65736,82.04347,131.093,177.316,2.255426,0.6190025
11472.5,89.65646,81.80304,131.043,176.8941,2.25897,0.6257585
11473,89.65557,81.63105,130.9856,176.5669,2.26143,0.6280411
11473.5,89.65468,81.52901,130.9655,176.4783,2.262704,0.6315277
11474,89.65379,81.48407,131.0511,176.6946,2.263203,0.62929326
11474.5,89.65289,81.45388,131.1696,177.1835,2.263046,0.63175476
11475,89.65199,81.40263,131.1053,177.793,2.261687,0.6274953
11475.5,89.6511,81.34069,130.7477,178.2671,2.258936,0.63627136
11476,89.6502,81.32091,130.2605,178.4246,2.255611,0.6444208
11476.5,89.64931,81.38962,129.9194,178.2723,2.252933,0.6507986
11477,89.64841,81.55411,129.8528,177.9632,2.251332,0.63570094
11477.5,89.64752,81.77068,130.0125,177.6776,2.25058,0.6247904
11478,89.64662,81.96369,130.262,177.534,2.250347,0.62899274
11478.5,89.64573,82.08439,130.446,177.5545,2.250101,0.6261536
11479,89.64484,82.11613,130.5095,177.8051,2.249492,0.6312404
11479.5,89.64394,82.05108,130.5321,178.4464,2.248729,0.6185593
11480,89.64304,81.96211,130.5701,179.3993,2.247568,0.62134063
11480.5,89.64215,82.00887,130.5498,180.2181,2.244776,0.6181025
11481,89.64126,82.25446,130.3579,180.4579,2.239915,0.6204196
11481.5,89.64036,82.54787,129.9437,179.9806,2.234751,0.6100497
11482,89.63947,82.66795,129.3512,179.1166,2.231392,0.593449
11482.5,89.63857,82.56464,128.7596,178.4954,2.230045,0.5750152
11483,89.63768,82.41513,128.4598,178.3959,2.229946,0.5653714
11483.5,89.63678,82.42525,128.6521,178.5791,2.230735,0.57218164
11484,89.63589,82.56239,129.2466,178.7451,2.23293,0.5869261
11484.5,89.63499,82.52954,129.9559,178.8328,2.238112,0.6011369
11485,89.6341,82.19293,130.607,178.9742,2.246184,0.6031356
11485.5,89.6332,81.92902,131.1986,179.2783,2.252397,0.6012104
11486,89.63231,82.11557,131.7141,179.6709,2.25255,0.60267645
11486.5,89.63142,82.52615,132.1263,180.0461,2.249488,0.6049435
11487,89.63052,82.75748,132.4481,180.3931,2.248002,0.6176704
11487.5,89.62962,82.79693,132.6305,180.6311,2.248111,0.6249088
11488,89.62873,82.89901,132.592,180.6362,2.24668,0.61769336
11488.5,89.62784,83.23197,132.3492,180.4777,2.241686,0.6058771
11489,89.62694,83.69523,132.0138,180.3708,2.234386,0.6126406
11489.5,89.62605,83.99844,131.7155,180.3871,2.228784,0.60979056
11490,89.62515,83.96989,131.5362,180.3667,2.227933,0.6213919
11490.5,89.62426,83.72626,131.4467,180.0909,2.23091,0.61270905
11491,89.62336,83.48688,131.3116,179.5306,2.234284,0.63755137
11491.5,89.62247,83.34639,131.0199,178.9258,2.235553,0.6287597
11492,89.62157,83.24385,130.6078,178.6492,2.234662,0.6292207
11492.5,89.62067,83.09946,130.2771,178.9803,2.233165,0.6332612
11493,89.61978,82.97101,130.2425,179.86,2.232086,0.64024186
11493.5,89.61889,83.00816,130.4783,180.8692,2.230617,0.64635926
11494,89.618,83.24885,130.7287,181.5304,2.227741,0.63755256
11494.5,89.6171,83.56802,130.7915,181.6414,2.22405,0.6343676
11495,89.6162,83.80119,130.6327,181.3189,2.220967,0.6370777
11495.5,89.61531,83.80882,130.3585,180.8832,2.220066,0.63807577
11496,89.61442,83.51208,130.2158,180.722,2.223054,0.6447796
11496.5,89.61352,82.98946,130.4096,181.0818,2.229795,0.6327099
11497,89.61263,82.49339,130.8691,181.8907,2.236868,0.6261164
11497.5,89.61173,82.25873,131.3113,182.671,2.240713,0.627497
11498,89.61083,82.28864,131.4624,182.7125,2.241261,0.6350703
11498.5,89.60994,82.43204,131.2608,181.6796,2.240792,0.65258425
11499,89.60905,82.59917,130.8901,180.0679,2.240443,0.6429923
11499.5,89.60815,82.76271,130.5367,178.8862,2.239211,0.6449259
11500,89.60725,82.86251,130.239,178.7047,2.236459,0.63692033
11500.5,89.60636,82.80515,129.9905,179.2508,2.233934,0.6519938
11501,89.60547,82.55843,129.8316,179.9908,2.233805,0.64682424
11501.5,89.60458,82.17364,129.7809,180.5618,2.236614,0.63762337
11502,89.60368,81.7179,129.7547,180.8488,2.241242,0.62367404
11502.5,89.60278,81.29331,129.6739,180.963,2.245579,0.6231171
11503,89.60189,81.06776,129.6012,180.9553,2.24786,0.6327778
11503.5,89.601,81.18713,129.6651,180.7154,2.247439,0.64086735
11504,89.6001,81.68858,129.936,180.3027,2.244244,0.64926416
11504.5,89.59921,82.47188,130.4254,180.0147,2.238926,0.6424727
11505,89.59831,83.3427,131.1057,180.0676,2.233131,0.63705784
11505.5,89.59741,84.1165,131.9024,180.4808,2.228442,0.62692225
11506,89.59652,84.64491,132.6882,181.1774,2.22583,0.6514307
11506.5,89.59563,84.76027,133.3283,182.0974,2.226387,0.655159
11507,89.59473,84.34757,133.7918,183.1529,2.231444,0.6609812
11507.5,89.59383,83.51497,134.1562,184.1082,2.240925,0.63401055
11508,89.59294,82.63134,134.4322,184.607,2.251537,0.6317391
11508.5,89.59205,82.10648,134.4642,184.3938,2.258212,0.62953967
11509,89.59116,82.07463,134.0671,183.5197,2.258236,0.63294953
11509.5,89.59026,82.35819,133.1978,182.3857,2.25239,0.6169066
11510,89.58936,82.73537,132.0435,181.5481,2.24273,0.61234075
11510.5,89.58847,83.09843,130.9413,181.334,2.231551,0.61707467
11511,89.58758,83.36639,130.2016,181.6701,2.222162,0.63183993
11511.5,89.58668,83.48165,130.054,182.1099,2.218486,0.62568694
11512,89.58578,83.49333,130.5573,182.0811,2.222099,0.6180261
11512.5,89.58489,83.48716,131.4377,181.3365,2.230359,0.6153003
11513,89.584,83.50579,132.2338,180.1821,2.238538,0.6232866
11513.5,89.5831,83.56259,132.6669,179.2729,2.243089,0.61743516
11514,89.58221,83.62984,132.7402,178.9628,2.243612,0.622346
11514.5,89.58131,83.6571,132.608,178.9731,2.242424,0.6174675
11515,89.58042,83.62012,132.4389,178.8931,2.241958,0.6352171
11515.5,89.57952,83.50653,132.3729,178.6227,2.243532,0.6240294
11516,89.57863,83.31792,132.5864,178.2545,2.248003,0.62920535
11516.5,89.57774,83.1023,133.115,177.8896,2.254673,0.6309721
11517,89.57684,82.93233,133.5846,177.5362,2.26031,0.64772713
11517.5,89.57594,82.86602,133.5474,177.2219,2.261618,0.6539159
11518,89.57505,82.9108,133.0052,177.0842,2.258206,0.66099155
11518.5,89.57416,83.00476,132.2513,177.0428,2.252584,0.655819
11519,89.57327,83.08456,131.5661,176.6974,2.248207,0.6536156
11519.5,89.57236,83.15144,131.1125,175.967,2.246452,0.64201397
11520,89.57147,83.20291,130.8261,175.2515,2.245934,0.64575213
11520.5,89.57058,83.13943,130.5375,174.8993,2.245708,0.6494025
11521,89.56968,82.86593,130.3065,174.9998,2.24701,0.65738463
11521.5,89.56879,82.46753,130.3233,175.4807,2.250386,0.64242667
11522,89.56789,82.17773,130.6053,176.1047,2.253905,0.61817795
11522.5,89.567,82.18882,131.002,176.6934,2.254795,0.59915197
11523,89.5661,82.49203,131.3165,177.2359,2.251919,0.6087902
11523.5,89.56521,82.84496,131.3483,177.5656,2.247203,0.6235765
11524,89.56432,83.00407,131.0204,177.42,2.243588,0.629633
11524.5,89.56342,82.95668,130.4509,176.7896,2.242008,0.63053834
11525,89.56252,82.81268,129.8566,175.9151,2.242023,0.6365017
11525.5,89.56163,82.65569,129.4446,175.1368,2.24318,0.64423996
11526,89.56074,82.51756,129.3031,174.7621,2.244868,0.6457031
11526.5,89.55984,82.42214,129.3783,174.8794,2.246176,0.6541487
11527,89.55894,82.41811,129.5384,175.2864,2.246192,0.67105
11527.5,89.55805,82.53244,129.6971,175.6779,2.244861,0.688109
11528,89.55716,82.72977,129.8664,175.8628,2.243205,0.68494284
11528.5,89.55627,82.94033,130.0478,175.8229,2.242107,0.6682534
11529,89.55537,83.09138,130.1993,175.7047,2.241721,0.64406365
11529.5,89.55447,83.12183,130.306,175.6904,2.242138,0.6401828
11530,89.55358,83.01618,130.3755,175.849,2.243392,0.64604324
11530.5,89.55269,82.83731,130.3691,176.0448,2.244877,0.6472737
11531,89.55179,82.67583,130.2278,176.0124,2.245883,0.6441631
11531.5,89.5509,82.56519,130.0116,175.6859,2.246602,0.63559186
11532,89.55,82.47432,129.9159,175.363,2.247897,0.6343374
11532.5,89.54821,82.39277,130.1125,175.3543,2.250189,0.6525611
11533,89.54642,82.3989,130.5703,175.6404,2.252376,0.66978395
