MD,DTCO,DTSM_FAST,DTSM_SLOW,RHOB,GR_Normalized
ft,US/F,US/F,US/F,G/C3,None
   5814.5,85.301,144.6223,144.6223,2.6285,0.3928599
   5815.0,85.9181,144.5737,144.5737,2.6166,0.4017748
   5815.5,86.0825,144.1929,144.1929,2.62,0.40290067
   5816.0,86.1825,143.5645,143.5645,2.6224,0.39914718
   5816.5,86.1086,142.5648,142.5648,2.6182,0.39571568
   5817.0,85.8026,141.3724,141.3724,2.6205,0.39121133
   5817.5,85.2083,140.4783,140.4783,2.637,0.38024524
   5818.0,84.9023,140.1011,140.1011,2.6481,0.368287
   5818.5,84.5126,140.1052,140.1052,2.6476,0.36415783
   5819.0,84.8296,140.2783,140.2783,2.6243,0.36965433
   5819.5,85.4895,140.5471,140.5471,2.5909,0.37579164
   5820.0,86.6168,141.0153,141.0153,2.5639,0.3758399
   5820.5,87.1737,141.7649,141.7649,2.553,0.37481844
   5821.0,87.5234,142.6591,142.6591,2.5596,0.3753037
   5821.5,87.5234,143.4992,143.4992,2.5638,0.37506762
   5822.0,87.38,144.2058,144.2058,2.5664,0.37378344
   5822.5,87.1346,145.0519,145.0519,2.5621,0.37563336
   5823.0,87.0721,146.5249,146.5249,2.5665,0.37700072
   5823.5,87.1551,148.6145,148.6145,2.5731,0.3703245
   5824.0,87.5115,150.7195,150.7195,2.5686,0.360431
   5824.5,88.2757,152.271,152.271,2.5565,0.35670874
   5825.0,89.3964,153.2252,153.2252,2.5415,0.36132932
   5825.5,89.3964,153.737,153.737,2.5621,0.3648465
   5826.0,88.6424,153.8908,153.8908,2.6103,0.3599624
   5826.5,86.016,153.647,153.647,2.697,0.35070306
   5827.0,82.4768,152.7646,152.7646,2.7438,0.34476855
   5827.5,80.023,151.6524,151.6524,2.7579,0.3472254
   5828.0,79.774,151.1479,151.1479,2.7288,0.35713947
   5828.5,79.4057,151.2027,151.2027,2.7118,0.36797497
   5829.0,80.0342,151.6759,151.6759,2.7021,0.37321335
   5829.5,80.4307,152.6076,152.6076,2.7005,0.37343422
   5830.0,81.5104,153.3632,153.3632,2.6951,0.3737718
   5830.5,82.674,153.5264,153.5264,2.6771,0.37954405
   5831.0,83.0704,153.3208,153.3208,2.6562,0.38755813
   5831.5,82.8768,152.9906,152.9906,2.6575,0.38920626
   5832.0,81.9117,152.5867,152.5867,2.6917,0.38168395
   5832.5,80.3788,152.1044,152.1044,2.7371,0.36884025
   5833.0,79.2261,151.6411,151.6411,2.7655,0.36213636
   5833.5,78.8518,151.3387,151.3387,2.7633,0.36410105
   5834.0,78.6532,151.3002,151.3002,2.7527,0.36613774
   5834.5,78.2647,151.5342,151.5342,2.7415,0.3624554
   5835.0,77.9245,151.9741,151.9741,2.7381,0.3550776
   5835.5,77.2663,152.529,152.529,2.7365,0.35035157
   5836.0,76.5376,153.092,153.092,2.7411,0.3448409
   5836.5,76.1997,153.5732,153.5732,2.7522,0.3331437
   5837.0,76.0652,153.9378,153.9378,2.7604,0.32177907
   5837.5,76.0652,154.1785,154.1785,2.7746,0.32283193
   5838.0,76.6564,154.2906,154.2906,2.7791,0.33566505
   5838.5,77.5861,154.2415,154.2415,2.787,0.3482477
   5839.0,78.7323,153.9071,153.9071,2.7705,0.35690072
   5839.5,80.9284,153.2536,153.2536,2.7515,0.3692633
   5840.0,82.5551,152.5271,152.5271,2.7059,0.38786116
   5840.5,83.3904,152.0497,152.0497,2.6829,0.4016063
   5841.0,83.3904,152.0721,152.0721,2.6886,0.40153435
   5841.5,82.2085,152.7363,152.7363,2.7176,0.39160302
   5842.0,81.6979,153.8805,153.8805,2.7388,0.38281083
   5842.5,81.6114,155.0715,155.0715,2.7209,0.3866677
   5843.0,82.1491,155.912,155.912,2.6822,0.4051865
   5843.5,83.5358,156.1891,156.1891,2.6464,0.42655534
   5844.0,84.9884,155.8934,155.8934,2.6483,0.4338077
   5844.5,85.022,155.1704,155.1704,2.6752,0.41908434
   5845.0,84.6321,154.2133,154.2133,2.6994,0.39339155
   5845.5,83.093,153.2284,153.2284,2.7051,0.37249327
   5846.0,81.2281,152.2674,152.2674,2.7164,0.36199886
   5846.5,80.0589,151.3209,151.3209,2.7347,0.35629356
   5847.0,79.2924,150.7293,150.7293,2.7654,0.35036072
   5847.5,79.1154,150.8861,150.8861,2.7737,0.34925377
   5848.0,80.169,151.7677,151.7677,2.7402,0.3626998
   5848.5,83.624,153.2954,153.2954,2.6802,0.3968684
   5849.0,86.1079,154.814,154.814,2.6172,0.4365815
   5849.5,87.4715,155.246,155.246,2.596,0.45739555
   5850.0,87.4715,154.2214,154.2214,2.6205,0.4503335
   5850.5,85.6194,151.8997,151.8997,2.6652,0.4252778
   5851.0,82.5001,149.3053,149.3053,2.6988,0.39859477
   5851.5,80.7682,147.325,147.325,2.7081,0.3758967
   5852.0,79.2061,145.6764,145.6764,2.7303,0.35769358
   5852.5,77.8439,144.0888,144.0888,2.7627,0.344109
   5853.0,76.9329,142.7034,142.7034,2.7775,0.33583415
   5853.5,76.3056,141.6444,141.6444,2.7761,0.3350631
   5854.0,76.0954,140.8405,140.8405,2.7728,0.34165508
   5854.5,76.0636,140.2272,140.2272,2.7659,0.34946695
   5855.0,75.9878,139.8879,139.8879,2.7466,0.351934
   5855.5,75.8932,139.9792,139.9792,2.7255,0.3480865
   5856.0,75.9422,140.6322,140.6322,2.714,0.34709126
   5856.5,76.4498,141.8224,141.8224,2.6927,0.36722556
   5857.0,79.1525,143.4709,143.4709,2.6519,0.41028202
   5857.5,82.6183,145.4705,145.4705,2.6235,0.45181236
   5858.0,86.2783,147.2064,147.2064,2.6293,0.4656642
   5858.5,88.2989,147.9997,147.9997,2.6381,0.4538892
   5859.0,88.7627,148.104,148.104,2.6217,0.43892893
   5859.5,89.2656,148.1947,148.1947,2.5851,0.4324449
   5860.0,89.9127,148.5279,148.5279,2.5636,0.43131527
   5860.5,90.3919,148.8999,148.8999,2.5561,0.4278139
   5861.0,90.3919,149.0571,149.0571,2.5656,0.42082152
   5861.5,90.1943,149.0521,149.0521,2.5837,0.41354188
   5862.0,89.4401,148.948,148.948,2.6026,0.40760365
   5862.5,89.4401,148.593,148.593,2.6115,0.40224838
   5863.0,89.8448,148.037,148.037,2.6049,0.39339155
   5863.5,90.342,147.7326,147.7326,2.5955,0.38149154
   5864.0,91.1162,147.8589,147.8589,2.5759,0.37120745
   5864.5,92.2006,148.1055,148.1055,2.5555,0.3717632
   5865.0,92.6978,148.2653,148.2653,2.5253,0.3907754
   5865.5,92.6978,148.1964,148.1964,2.5164,0.42259592
   5866.0,92.0827,147.7641,147.7641,2.5343,0.4526797
   5866.5,90.0877,147.0936,147.0936,2.571,0.4638353
   5867.0,87.4508,146.402,146.402,2.6091,0.4493988
   5867.5,84.7477,145.7891,145.7891,2.6409,0.41835535
   5868.0,82.1746,145.274,145.274,2.682,0.38621175
   5868.5,80.8441,144.8707,144.8707,2.7102,0.3679758
   5869.0,80.2231,144.6095,144.6095,2.7133,0.36579582
   5869.5,80.5205,144.6219,144.6219,2.6944,0.37500042
   5870.0,80.8398,145.2054,145.2054,2.6798,0.38981736
   5870.5,81.2918,146.3591,146.3591,2.6859,0.39744622
   5871.0,81.2918,147.4206,147.4206,2.7138,0.39031613
   5871.5,80.9075,147.649,147.649,2.7351,0.37371626
   5872.0,80.556,146.9216,146.9216,2.7465,0.36078957
   5872.5,80.556,145.8838,145.8838,2.733,0.35964477
   5873.0,81.2313,145.2106,145.2106,2.719,0.36797872
   5873.5,82.3306,144.9417,144.9417,2.6967,0.3832936
   5874.0,83.3342,144.9537,144.9537,2.6801,0.40004283
   5874.5,83.3342,145.1768,145.1768,2.6649,0.40464556
   5875.0,82.6029,145.367,145.367,2.675,0.38978285
   5875.5,81.1004,145.3113,145.3113,2.6913,0.365182
   5876.0,79.6354,145.0327,145.0327,2.7103,0.34819052
   5876.5,78.837,144.7208,144.7208,2.7172,0.3455186
   5877.0,78.7936,144.5653,144.5653,2.727,0.34855178
   5877.5,79.1271,144.6116,144.6116,2.7332,0.34775516
   5878.0,79.7466,144.86,144.86,2.736,0.34249622
   5878.5,80.3661,145.2702,145.2702,2.7288,0.3400789
   5879.0,81.5418,145.7611,145.7611,2.7178,0.34875083
   5879.5,83.476,146.3741,146.3741,2.7009,0.36968905
   5880.0,84.4703,147.0054,147.0054,2.6667,0.39443547
   5880.5,85.0814,147.399,147.399,2.642,0.40803438
   5881.0,85.0814,147.5124,147.5124,2.6469,0.40253875
   5881.5,83.9398,147.4933,147.4933,2.6833,0.3845501
   5882.0,82.9991,147.4928,147.4928,2.7108,0.36771435
   5882.5,82.9991,147.6171,147.6171,2.7077,0.36293754
   5883.0,83.5138,147.8562,147.8562,2.6888,0.37075752
   5883.5,84.0769,147.935,147.935,2.6703,0.38469756
   5884.0,85.1994,147.5693,147.5693,2.665,0.393851
   5884.5,85.1994,146.8161,146.8161,2.6741,0.3890821
   5885.0,84.2343,145.9302,145.9302,2.6887,0.37318274
   5885.5,83.0707,145.2006,145.2006,2.6953,0.3555119
   5886.0,81.5124,144.8402,144.8402,2.6969,0.34547094
   5886.5,81.5124,144.8816,144.8816,2.6969,0.34871507
   5887.0,82.5064,145.2494,145.2494,2.6771,0.3691518
   5887.5,84.1155,145.637,145.637,2.6426,0.40079618
   5888.0,85.822,145.7728,145.7728,2.6177,0.42130196
   5888.5,86.078,145.359,145.359,2.6257,0.41581717
   5889.0,86.3082,144.5316,144.5316,2.6543,0.39571258
   5889.5,86.4822,144.1452,144.1452,2.6683,0.386811
   5890.0,86.5008,144.2001,144.2001,2.6364,0.4086147
   5890.5,86.5294,144.3094,144.3094,2.5913,0.4497093
   5891.0,86.4822,144.4731,144.4731,2.5802,0.47201115
   5891.5,85.0821,144.3819,144.3819,2.6189,0.45120418
   5892.0,84.6786,144.1094,144.1094,2.6641,0.4068218
   5892.5,84.2907,144.6545,144.6545,2.6706,0.38370398
   5893.0,84.9218,146.2382,146.2382,2.6538,0.39465845
   5893.5,86.3665,147.734,147.734,2.6355,0.41633153
   5894.0,87.266,148.3337,148.3337,2.6366,0.42527074
   5894.5,87.266,147.8193,147.8193,2.6565,0.4153269
   5895.0,86.7299,146.4688,146.4688,2.6813,0.395385
   5895.5,86.547,145.0657,145.0657,2.6881,0.37690005
   5896.0,85.7009,144.1099,144.1099,2.6637,0.3702365
   5896.5,85.7009,143.5961,143.5961,2.6376,0.377128
   5897.0,85.9679,143.3615,143.3615,2.6279,0.38616872
   5897.5,86.2143,143.2908,143.2908,2.6386,0.3879302
   5898.0,86.2752,143.4816,143.4816,2.627,0.38495153
   5898.5,86.158,144.0674,144.0674,2.611,0.38357607
   5899.0,85.9655,144.8751,144.8751,2.6135,0.38199946
   5899.5,85.9003,145.9413,145.9413,2.6338,0.3760874
   5900.0,86.1939,147.719,147.719,2.6493,0.3713882
   5900.5,86.9712,150.2924,150.2924,2.6219,0.3745422
   5901.0,88.2129,153.0603,153.0603,2.584,0.38170454
   5901.5,89.966,154.9137,154.9137,2.5638,0.38752714
   5902.0,91.2094,154.9956,154.9956,2.5926,0.38963598
   5902.5,90.4935,153.5453,153.5453,2.6433,0.385479
   5903.0,87.9301,151.3007,151.3007,2.6992,0.37663653
   5903.5,84.5308,148.7985,148.7985,2.7347,0.36736783
   5904.0,81.32,146.4651,146.4651,2.7544,0.35828596
   5904.5,77.6855,144.6643,144.6643,2.7419,0.34345362
   5905.0,76.286,143.5039,143.5039,2.7339,0.32296154
   5905.5,75.7446,142.8475,142.8475,2.7383,0.30984974
   5906.0,75.7446,142.7254,142.7254,2.7397,0.3151532
   5906.5,77.6445,143.4585,143.4585,2.7248,0.33183292
   5907.0,80.2377,144.6972,144.6972,2.7045,0.34237745
   5907.5,80.3855,145.3493,145.3493,2.7022,0.34110743
   5908.0,80.3855,145.059,145.059,2.7078,0.3359423
   5908.5,79.3931,144.3242,144.3242,2.7101,0.3347062
   5909.0,78.2616,143.7584,143.7584,2.7112,0.33690384
   5909.5,77.8897,143.5328,143.5328,2.7163,0.3399928
   5910.0,77.7515,143.3688,143.3688,2.7254,0.3431389
   5910.5,77.7515,143.0664,143.0664,2.7301,0.34383863
   5911.0,77.7998,142.6116,142.6116,2.728,0.34069413
   5911.5,78.1472,142.0578,142.0578,2.7236,0.3361118
   5912.0,78.3117,141.4559,141.4559,2.7206,0.33375397
   5912.5,78.3117,140.8678,140.8678,2.7092,0.33322045
   5913.0,78.1834,140.3371,140.3371,2.7061,0.33077776
   5913.5,78.1834,139.8894,139.8894,2.7099,0.3274611
   5914.0,78.2319,139.5992,139.5992,2.7254,0.32655653
   5914.5,78.465,139.5282,139.5282,2.7197,0.32859072
   5915.0,78.8922,139.588,139.588,2.7069,0.3316582
   5915.5,79.3941,139.6994,139.6994,2.6974,0.3336612
   5916.0,79.4465,139.8735,139.8735,2.6989,0.33470264
   5916.5,79.3185,140.0002,140.0002,2.699,0.33379245
   5917.0,79.0207,140.2489,140.2489,2.6977,0.33104214
   5917.5,78.7931,140.9997,140.9997,2.7028,0.32940397
   5918.0,78.6683,141.9137,141.9137,2.7047,0.3302112
   5918.5,78.6814,142.5406,142.5406,2.7081,0.3335986
   5919.0,78.8306,142.9888,142.9888,2.7079,0.33858943
   5919.5,79.0444,143.16,143.16,2.7192,0.34169254
   5920.0,79.161,142.8718,142.8718,2.7215,0.33964232
   5920.5,79.1756,142.3368,142.3368,2.7206,0.33432284
   5921.0,79.0031,141.8658,141.8658,2.7168,0.33083642
   5921.5,78.847,141.653,141.653,2.7194,0.33131626
   5922.0,78.9228,141.7558,141.7558,2.7225,0.33534244
   5922.5,79.0779,142.0729,142.0729,2.7155,0.3409271
   5923.0,79.4298,142.4258,142.4258,2.7041,0.34663054
   5923.5,79.9126,142.6758,142.6758,2.6899,0.34955287
   5924.0,80.2509,142.7569,142.7569,2.6862,0.34840825
   5924.5,80.476,142.7006,142.7006,2.6987,0.34475878
   5925.0,80.551,142.6048,142.6048,2.7107,0.34172288
   5925.5,80.7327,142.5253,142.5253,2.7073,0.3427641
   5926.0,81.1857,142.45,142.45,2.6866,0.34557766
   5926.5,81.4988,142.3673,142.3673,2.6635,0.3451833
   5927.0,81.7243,142.2845,142.2845,2.656,0.33979392
   5927.5,81.8006,142.1925,142.1925,2.6649,0.33511075
   5928.0,81.8276,142.0375,142.0375,2.6766,0.3360384
   5928.5,81.8562,141.7752,141.7752,2.6763,0.33915558
   5929.0,81.9896,141.4447,141.4447,2.659,0.3418223
   5929.5,82.8535,141.2038,141.2038,2.6428,0.34509075
   5930.0,83.8496,141.2205,141.2205,2.6361,0.35407385
   5930.5,85.2219,141.4933,141.4933,2.6341,0.3733785
   5931.0,87.1341,141.942,141.942,2.6284,0.40298283
   5931.5,88.8382,142.4872,142.4872,2.6112,0.43832886
   5932.0,90.0438,143.0157,143.0157,2.5849,0.46984884
   5932.5,90.3245,143.4292,143.4292,2.5552,0.48903325
   5933.0,90.3245,143.6619,143.6619,2.5268,0.49393404
   5933.5,90.3969,143.6928,143.6928,2.5012,0.49217525
   5934.0,90.4195,143.571,143.571,2.4811,0.49005932
   5934.5,90.9416,143.381,143.381,2.4819,0.4876655
   5935.0,91.1854,143.2139,143.2139,2.5017,0.48244587
   5935.5,91.0896,143.2416,143.2416,2.5259,0.4743303
   5936.0,90.6647,143.485,143.485,2.538,0.4638752
   5936.5,90.16,143.6712,143.6712,2.5386,0.44976714
   5937.0,89.9431,143.7664,143.7664,2.5342,0.43493295
   5937.5,89.7464,143.926,143.926,2.5358,0.42345473
   5938.0,89.8098,144.0419,144.0419,2.5375,0.4143019
   5938.5,89.9713,143.9198,143.9198,2.5531,0.40219182
   5939.0,89.7976,143.4435,143.4435,2.5678,0.39404592
   5939.5,89.3007,142.68,142.68,2.5745,0.3994979
   5940.0,88.1245,141.887,141.887,2.5608,0.40830895
   5940.5,86.5387,141.2329,141.2329,2.5532,0.40186694
   5941.0,85.5711,140.7578,140.7578,2.5565,0.37814113
   5941.5,85.1631,140.5575,140.5575,2.5692,0.3596849
   5942.0,85.8915,140.6741,140.6741,2.5664,0.36027208
   5942.5,87.1307,140.9271,140.9271,2.5635,0.3652752
   5943.0,88.1435,141.0627,141.0627,2.5575,0.35777304
   5943.5,88.2329,140.8857,140.8857,2.5482,0.3378188
   5944.0,87.725,140.518,140.518,2.5311,0.31813917
   5944.5,86.9037,140.2358,140.2358,2.5269,0.30646273
   5945.0,85.8534,139.98,139.98,2.5486,0.30235857
   5945.5,84.8057,139.6409,139.6409,2.5766,0.3041619
   5946.0,84.0764,139.2555,139.2555,2.6018,0.3095706
   5946.5,83.31,138.8262,138.8262,2.6096,0.31433162
   5947.0,82.6139,138.325,138.325,2.6262,0.31622937
   5947.5,82.1229,137.7658,137.7658,2.6412,0.31970662
   5948.0,81.8824,137.2216,137.2216,2.6537,0.32771444
   5948.5,81.6933,136.7735,136.7735,2.659,0.3366062
   5949.0,81.4964,136.4722,136.4722,2.6585,0.3409791
   5949.5,81.2751,136.3516,136.3516,2.6616,0.34068605
   5950.0,81.0819,136.4684,136.4684,2.6585,0.33901188
   5950.5,81.0613,136.8149,136.8149,2.649,0.3374648
   5951.0,81.1003,137.2151,137.2151,2.6373,0.3360024
   5951.5,81.2412,137.4874,137.4874,2.6298,0.33433884
   5952.0,81.4078,137.6733,137.6733,2.6309,0.33159477
   5952.5,81.5486,137.9283,137.9283,2.6386,0.33086762
   5953.0,81.679,138.2305,138.2305,2.644,0.33564797
   5953.5,81.7162,138.4461,138.4461,2.6476,0.34409216
   5954.0,81.7532,138.549,138.549,2.6474,0.35110137
   5954.5,81.7469,138.5499,138.5499,2.6462,0.35385254
   5955.0,81.7432,138.4689,138.4689,2.649,0.35567123
   5955.5,81.7011,138.4036,138.4036,2.6505,0.35801515
   5956.0,81.662,138.4291,138.4291,2.6523,0.35774413
   5956.5,81.6544,138.5268,138.5268,2.6509,0.3523585
   5957.0,81.6692,138.6522,138.6522,2.6461,0.347084
   5957.5,81.7658,138.7984,138.7984,2.646,0.34878057
   5958.0,81.9094,138.9331,138.9331,2.6465,0.35550237
   5958.5,82.0374,138.9809,138.9809,2.644,0.35867178
   5959.0,82.088,138.9515,138.9515,2.6395,0.3581391
   5959.5,82.0369,138.9322,138.9322,2.6424,0.36067623
   5960.0,81.8979,138.9863,138.9863,2.646,0.36622784
   5960.5,81.6902,139.1093,139.1093,2.654,0.36975145
   5961.0,81.4434,139.2102,139.2102,2.658,0.36622742
   5961.5,81.188,139.1925,139.1925,2.6662,0.3579881
   5962.0,80.9248,139.0575,139.0575,2.6674,0.34864601
   5962.5,80.656,138.8225,138.8225,2.6676,0.33918783
   5963.0,80.4099,138.5096,138.5096,2.6654,0.3301068
   5963.5,80.2434,138.1566,138.1566,2.6594,0.32408386
   5964.0,80.2359,137.765,137.765,2.6548,0.32608935
   5964.5,80.2504,137.4807,137.4807,2.6515,0.33326352
   5965.0,80.3206,137.4554,137.4554,2.6519,0.33908612
   5965.5,80.3935,137.6323,137.6323,2.6504,0.34029064
   5966.0,80.5078,137.9484,137.9484,2.6527,0.3388257
   5966.5,80.5885,138.3837,138.3837,2.6558,0.33933803
   5967.0,80.6876,138.8822,138.8822,2.6614,0.34216946
   5967.5,80.7218,139.3412,139.3412,2.6651,0.34600404
   5968.0,80.9235,139.6974,139.6974,2.6632,0.34874544
   5968.5,81.1625,139.9984,139.9984,2.6564,0.34850043
   5969.0,81.4711,140.2416,140.2416,2.6528,0.34870446
   5969.5,81.744,140.4039,140.4039,2.6521,0.35180607
   5970.0,81.8872,140.5705,140.5705,2.6513,0.35675842
   5970.5,81.9574,140.7828,140.7828,2.646,0.3603638
   5971.0,82.0718,141.201,141.201,2.6409,0.35964996
   5971.5,82.0984,141.9363,141.9363,2.6444,0.35709476
   5972.0,82.0984,142.6336,142.6336,2.645,0.35704276
   5972.5,82.0984,143.1078,143.1078,2.6531,0.3582279
   5973.0,82.1928,143.5304,143.5304,2.658,0.355254
   5973.5,82.2524,143.8213,143.8213,2.6657,0.3494154
   5974.0,83.0233,143.7164,143.7164,2.6679,0.35029563
   5974.5,84.0448,143.2336,143.2336,2.6564,0.36445904
   5975.0,84.1743,142.6153,142.6153,2.6418,0.38367796
   5975.5,84.0448,141.9941,141.9941,2.6277,0.39131388
   5976.0,82.7781,141.4113,141.4113,2.6397,0.3807053
   5976.5,80.2806,140.7449,140.7449,2.6662,0.36069703
   5977.0,78.3999,139.7088,139.7088,2.6937,0.34221148
   5977.5,77.0571,138.6382,138.6382,2.7026,0.33025095
   5978.0,76.7417,138.102,138.102,2.7032,0.32399756
   5978.5,76.7417,137.8156,137.8156,2.706,0.3226304
   5979.0,76.7931,137.5503,137.5503,2.7105,0.32645774
   5979.5,77.0723,137.5421,137.5421,2.7106,0.33115092
   5980.0,77.331,137.8932,137.8932,2.7063,0.33726972
   5980.5,77.7287,138.508,138.508,2.7118,0.34682727
   5981.0,78.9887,139.1353,139.1353,2.715,0.3593328
   5981.5,80.3383,139.6068,139.6068,2.7026,0.37294108
   5982.0,81.6974,139.9524,139.9524,2.6673,0.38109195
   5982.5,81.6974,140.1172,140.1172,2.6466,0.3764412
   5983.0,81.1811,139.6128,139.6128,2.6515,0.3570875
   5983.5,79.5358,137.9167,137.9167,2.6666,0.33299562
   5984.0,77.6111,135.312,135.312,2.6705,0.31596604
   5984.5,75.9165,132.8846,132.8846,2.6716,0.3069245
   5985.0,75.805,131.4798,131.4798,2.6743,0.2999704
   5985.5,75.7971,130.942,130.942,2.6809,0.2959854
   5986.0,75.7983,130.7492,130.7492,2.6795,0.29721653
   5986.5,76.0798,130.6508,130.6508,2.6732,0.300194
   5987.0,75.9725,130.5407,130.5407,2.6616,0.3024782
   5987.5,75.9008,130.3736,130.3736,2.6566,0.30320013
   5988.0,75.1426,130.1601,130.1601,2.66,0.3030223
   5988.5,74.5963,129.9453,129.9453,2.6693,0.30097437
   5989.0,74.4252,129.7972,129.7972,2.6766,0.2978297
   5989.5,74.4815,129.8583,129.8583,2.6807,0.2985115
   5990.0,74.8469,130.3257,130.3257,2.6868,0.307416
   5990.5,75.4389,131.2845,131.2845,2.6961,0.3215199
   5991.0,76.0832,132.67,132.67,2.7089,0.33102778
   5991.5,76.5652,134.2975,134.2975,2.7103,0.33059245
   5992.0,76.8166,135.8413,135.8413,2.7106,0.32547474
   5992.5,77.0396,136.9691,136.9691,2.7119,0.32415792
   5993.0,77.2101,137.6649,137.6649,2.7119,0.32728344
   5993.5,77.4809,138.1756,138.1756,2.7044,0.32918245
   5994.0,77.5711,138.6057,138.6057,2.7012,0.32828057
   5994.5,77.5128,138.9003,138.9003,2.7121,0.3283611
   5995.0,77.4521,139.0258,139.0258,2.7224,0.33155337
   5995.5,77.4706,138.9754,138.9754,2.7199,0.33525112
   5996.0,78.1052,139.0197,139.0197,2.7094,0.33593023
   5996.5,80.385,139.5606,139.5606,2.6936,0.33794758
   5997.0,82.0802,140.386,140.386,2.6644,0.34842324
   5997.5,82.7763,140.8604,140.8604,2.6334,0.36356217
   5998.0,82.3015,140.6703,140.6703,2.6205,0.37102064
   5998.5,80.6281,139.8066,139.8066,2.6385,0.3632173
   5999.0,78.7825,138.1462,138.1462,2.6607,0.34347713
   5999.5,78.1186,136.1435,136.1435,2.6759,0.32368267
   6000.0,78.0283,134.9187,134.9187,2.6806,0.3129678
   6000.5,78.1186,134.8818,134.8818,2.681,0.31087953
   6001.0,78.267,135.6478,135.6478,2.6767,0.31149644
   6001.5,78.4159,136.5665,136.5665,2.6744,0.3102262
   6002.0,78.7086,137.2975,137.2975,2.6775,0.30825898
   6002.5,78.8888,138.018,138.018,2.6851,0.30807263
   6003.0,79.0018,138.766,138.766,2.6839,0.3103791
   6003.5,79.0018,139.3597,139.3597,2.6807,0.31386986
   6004.0,78.8598,139.6377,139.6377,2.676,0.31673813
   6004.5,78.5558,139.6034,139.6034,2.6806,0.3172009
   6005.0,78.2014,139.4638,139.4638,2.6832,0.3149198
   6005.5,77.8672,139.4487,139.4487,2.6901,0.31477317
   6006.0,77.73,139.6449,139.6449,2.6926,0.320034
   6006.5,77.7179,139.9707,139.9707,2.6959,0.32602695
   6007.0,77.8481,140.258,140.258,2.696,0.3265303
   6007.5,78.1628,140.3722,140.3722,2.7087,0.32476255
   6008.0,78.4762,140.273,140.273,2.7211,0.3301099
   6008.5,78.688,140.0005,140.0005,2.7284,0.34042084
   6009.0,78.9383,139.5852,139.5852,2.7197,0.34425876
   6009.5,79.7579,139.0219,139.0219,2.7119,0.34146455
   6010.0,80.9949,138.3876,138.3876,2.699,0.34367305
   6010.5,82.9117,137.8181,137.8181,2.6786,0.35633934
   6011.0,84.6936,137.4583,137.4583,2.644,0.37401974
   6011.5,85.9531,137.4173,137.4173,2.6028,0.39184844
   6012.0,86.4923,137.719,137.719,2.5648,0.40919292
   6012.5,86.3788,138.3292,138.3292,2.5323,0.42613912
   6013.0,85.7685,139.0878,139.0878,2.5237,0.43996498
   6013.5,84.8043,139.7197,139.7197,2.5322,0.44444558
   6014.0,83.8097,140.0667,140.0667,2.5704,0.43425363
   6014.5,83.2714,140.1844,140.1844,2.6296,0.41390193
   6015.0,82.8753,140.1774,140.1774,2.6645,0.39872664
   6015.5,82.8888,140.0704,140.0704,2.6655,0.39849907
   6016.0,83.4285,139.9237,139.9237,2.6363,0.40851134
   6016.5,83.8807,139.9185,139.9185,2.6288,0.41851753
   6017.0,84.3948,140.1469,140.1469,2.6237,0.42488116
   6017.5,84.9972,140.571,140.571,2.6097,0.4291153
   6018.0,85.3773,141.2323,141.2323,2.5913,0.4311936
   6018.5,85.7471,142.1672,142.1672,2.5887,0.42814606
   6019.0,86.1107,143.1162,143.1162,2.6016,0.4162065
   6019.5,86.0813,143.6467,143.6467,2.6145,0.39876905
   6020.0,85.9213,143.6147,143.6147,2.6204,0.385375
   6020.5,85.5155,143.1899,143.1899,2.6244,0.37814552
   6021.0,85.0609,142.1626,142.1626,2.6365,0.369505
   6021.5,83.0935,140.3433,140.3433,2.6639,0.35270002
   6022.0,81.1441,138.4632,138.4632,2.685,0.33108976
   6022.5,79.5546,137.2767,137.2767,2.7064,0.31573933
   6023.0,79.3864,136.996,136.996,2.7024,0.3148046
   6023.5,80.2548,137.6211,137.6211,2.6858,0.32820717
   6024.0,82.195,138.7892,138.7892,2.6473,0.34893408
   6024.5,83.9891,139.8452,139.8452,2.6046,0.36997277
   6025.0,85.4702,140.4607,140.4607,2.5839,0.38531718
   6025.5,86.0842,140.874,140.874,2.5848,0.39173758
   6026.0,85.65,141.3056,141.3056,2.607,0.39064768
   6026.5,84.6115,141.6202,141.6202,2.6356,0.38620263
   6027.0,83.6354,141.706,141.706,2.6663,0.38063937
   6027.5,83.1853,141.6901,141.6901,2.6937,0.3743269
   6028.0,83.2527,141.7825,141.7825,2.7102,0.37080434
   6028.5,83.3921,142.1593,142.1593,2.7098,0.3694276
   6029.0,83.5388,143.0221,143.0221,2.7008,0.36285582
   6029.5,83.6946,144.5101,144.5101,2.6951,0.35108912
   6030.0,83.8828,146.3755,146.3755,2.6894,0.34394634
   6030.5,84.0857,148.1741,148.1741,2.6872,0.34431013
   6031.0,85.0736,149.57,149.57,2.68,0.34755716
   6031.5,86.8102,150.1977,150.1977,2.6679,0.35420653
   6032.0,87.6224,149.7192,149.7192,2.6581,0.36480388
   6032.5,86.9165,148.2248,148.2248,2.6451,0.37073505
   6033.0,85.5054,146.3345,146.3345,2.6535,0.3607503
   6033.5,83.8585,144.6605,144.6605,2.6787,0.33851954
   6034.0,81.4974,143.4738,143.4738,2.6917,0.31949446
   6034.5,80.8823,142.8404,142.8404,2.6955,0.31297675
   6035.0,81.0629,142.6507,142.6507,2.6898,0.31747502
